start,end,duration,type
2025-12-04 16:59:00-05:00,2025-12-04 18:00:00-05:00,0 days 01:01:00,MISSING DATA
2025-12-05 11:59:00-05:00,2025-12-07 18:00:00-05:00,2 days 06:01:00,WEEKEND/HOLIDAY
2025-12-08 16:59:00-05:00,2025-12-08 18:00:00-05:00,0 days 01:01:00,MISSING DATA
2025-12-09 16:59:00-05:00,2025-12-09 18:00:00-05:00,0 days 01:01:00,MISSING DATA
2025-12-10 16:59:00-05:00,2025-12-10 18:00:00-05:00,0 days 01:01:00,MISSING DATA
2025-12-11 16:59:00-05:00,2025-12-11 18:00:00-05:00,0 days 01:01:00,MISSING DATA
2025-12-12 11:59:00-05:00,2025-12-14 18:00:00-05:00,2 days 06:01:00,WEEKEND/HOLIDAY
2025-12-15 16:59:00-05:00,2025-12-15 18:00:00-05:00,0 days 01:01:00,MISSING DATA
2025-12-16 16:59:00-05:00,2025-12-16 18:00:00-05:00,0 days 01:01:00,MISSING DATA
2025-12-17 16:59:00-05:00,2025-12-17 18:00:00-05:00,0 days 01:01:00,MISSING DATA
2025-12-18 16:59:00-05:00,2025-12-18 18:00:00-05:00,0 days 01:01:00,MISSING DATA
